mask,edge_count,edge_graph_id,equality_graph_id,r0_profile_j123,indexed_replay_key
0x0860,22,EG0529,EQ067,000,0x0860
0x0862,20,EG1057,EQ076,000,0x0862
0x0864,24,EG0540,EQ030,000,0x0864
0x0866,22,EG1051,EQ034,000,0x0866
0x0868,26,EG0252,EQ019,000,0x0868
0x086a,26,EG0266,EQ020,000,0x086a
0x086c,24,EG0269,EQ054,000,0x086c
0x086e,24,EG0255,EQ053,000,0x086e
0x0870,26,EG0336,EQ044,100,0x0870
0x0872,26,EG0387,EQ044,100,0x0872
0x0874,28,EG0384,EQ008,100,0x0874
0x0876,28,EG0333,EQ008,100,0x0876
0x0878,30,EG0055,EQ002,100,0x0878
0x087a,28,EG0868,EQ005,100,0x087a
0x087c,28,EG0112,EQ018,100,0x087c
0x087e,26,EG0847,EQ041,100,0x087e
0x0880,26,EG0283,EQ011,000,0x0880
0x0882,24,EG0939,EQ015,000,0x0882
0x0884,28,EG0280,EQ008,000,0x0884
0x0886,26,EG0936,EQ010,000,0x0886
0x0888,30,EG0002,EQ002,000,0x0888
0x088a,30,EG0002,EQ002,000,0x088a
0x088c,28,EG0005,EQ004,000,0x088c
0x088e,28,EG0005,EQ004,000,0x088e
0x0890,28,EG0282,EQ005,100,0x0890
0x0892,28,EG0282,EQ005,100,0x0892
0x0894,30,EG0279,EQ002,100,0x0894
0x0896,30,EG0279,EQ002,100,0x0896
0x0898,32,EG0001,EQ001,100,0x0898
0x089a,30,EG0807,EQ003,100,0x089a
0x089c,30,EG0004,EQ003,100,0x089c
0x089e,28,EG0810,EQ006,100,0x089e
0x08a0,26,EG0283,EQ011,000,0x08a0
0x08a2,24,EG0939,EQ015,000,0x08a2
0x08a4,28,EG0280,EQ008,000,0x08a4
0x08a6,26,EG0936,EQ010,000,0x08a6
0x08a8,30,EG0002,EQ002,000,0x08a8
0x08aa,30,EG0002,EQ002,000,0x08aa
0x08ac,28,EG0005,EQ004,000,0x08ac
0x08ae,28,EG0005,EQ004,000,0x08ae
0x08b0,28,EG0282,EQ005,100,0x08b0
0x08b2,28,EG0282,EQ005,100,0x08b2
0x08b4,30,EG0279,EQ002,100,0x08b4
0x08b6,30,EG0279,EQ002,100,0x08b6
0x08b8,32,EG0001,EQ001,100,0x08b8
0x08ba,30,EG0807,EQ003,100,0x08ba
0x08bc,30,EG0004,EQ003,100,0x08bc
0x08be,28,EG0810,EQ006,100,0x08be
0x08c0,24,EG0685,EQ013,000,0x08c0
0x08c2,26,EG0283,EQ011,000,0x08c2
0x08c4,26,EG0682,EQ010,000,0x08c4
0x08c6,28,EG0280,EQ008,000,0x08c6
0x08c8,30,EG0002,EQ002,000,0x08c8
0x08ca,30,EG0002,EQ002,000,0x08ca
0x08cc,28,EG0005,EQ004,000,0x08cc
0x08ce,28,EG0005,EQ004,000,0x08ce
0x08d0,28,EG0282,EQ005,100,0x08d0
0x08d2,28,EG0282,EQ005,100,0x08d2
0x08d4,30,EG0279,EQ002,100,0x08d4
0x08d6,30,EG0279,EQ002,100,0x08d6
0x08d8,30,EG0553,EQ003,100,0x08d8
0x08da,32,EG0001,EQ001,100,0x08da
0x08dc,28,EG0556,EQ006,100,0x08dc
0x08de,30,EG0004,EQ003,100,0x08de
0x08e0,24,EG0685,EQ013,000,0x08e0
0x08e2,26,EG0283,EQ011,000,0x08e2
0x08e4,26,EG0682,EQ010,000,0x08e4
0x08e6,28,EG0280,EQ008,000,0x08e6
0x08e8,30,EG0002,EQ002,000,0x08e8
0x08ea,30,EG0002,EQ002,000,0x08ea
0x08ec,28,EG0005,EQ004,000,0x08ec
0x08ee,28,EG0005,EQ004,000,0x08ee
0x08f0,28,EG0282,EQ005,100,0x08f0
0x08f2,28,EG0282,EQ005,100,0x08f2
0x08f4,30,EG0279,EQ002,100,0x08f4
0x08f6,30,EG0279,EQ002,100,0x08f6
0x08f8,30,EG0553,EQ003,100,0x08f8
0x08fa,32,EG0001,EQ001,100,0x08fa
0x08fc,28,EG0556,EQ006,100,0x08fc
0x08fe,30,EG0004,EQ003,100,0x08fe
0x0900,24,EG0593,EQ055,010,0x0900
0x0902,26,EG0113,EQ020,010,0x0902
0x0904,26,EG0617,EQ022,010,0x0904
0x0906,28,EG0056,EQ016,010,0x0906
0x0908,26,EG0334,EQ026,010,0x0908
0x090a,26,EG0385,EQ027,010,0x090a
0x090c,24,EG0388,EQ062,010,0x090c
0x090e,24,EG0337,EQ061,010,0x090e
0x0910,28,EG0058,EQ018,110,0x0910
0x0912,28,EG0112,EQ018,110,0x0912
0x0914,30,EG0109,EQ002,110,0x0914
0x0916,30,EG0055,EQ002,110,0x0916
0x0918,26,EG0717,EQ011,110,0x0918
0x091a,28,EG0384,EQ008,110,0x091a
0x091c,24,EG0744,EQ048,110,0x091c
0x091e,26,EG0336,EQ044,110,0x091e
0x0920,24,EG0593,EQ055,010,0x0920
0x0922,26,EG0113,EQ020,010,0x0922
0x0924,26,EG0617,EQ022,010,0x0924
0x0926,28,EG0056,EQ016,010,0x0926
0x0928,26,EG0334,EQ026,010,0x0928
0x092a,26,EG0385,EQ027,010,0x092a
0x092c,24,EG0388,EQ062,010,0x092c
0x092e,24,EG0337,EQ061,010,0x092e
0x0930,28,EG0058,EQ018,110,0x0930
0x0932,28,EG0112,EQ018,110,0x0932
0x0934,30,EG0109,EQ002,110,0x0934
0x0936,30,EG0055,EQ002,110,0x0936
0x0938,26,EG0717,EQ011,110,0x0938
0x093a,28,EG0384,EQ008,110,0x093a
0x093c,24,EG0744,EQ048,110,0x093c
0x093e,26,EG0336,EQ044,110,0x093e
0x0940,26,EG0059,EQ019,010,0x0940
0x0942,24,EG0871,EQ058,010,0x0942
0x0944,28,EG0110,EQ017,010,0x0944
0x0946,26,EG0845,EQ021,010,0x0946
0x0948,26,EG0334,EQ026,010,0x0948
0x094a,26,EG0385,EQ027,010,0x094a
0x094c,24,EG0388,EQ062,010,0x094c
0x094e,24,EG0337,EQ061,010,0x094e
0x0950,28,EG0058,EQ018,110,0x0950
0x0952,28,EG0112,EQ018,110,0x0952
0x0954,30,EG0109,EQ002,110,0x0954
0x0956,30,EG0055,EQ002,110,0x0956
0x0958,28,EG0333,EQ008,110,0x0958
0x095a,26,EG0997,EQ011,110,0x095a
0x095c,26,EG0387,EQ044,110,0x095c
0x095e,24,EG0974,EQ048,110,0x095e
0x0960,26,EG0059,EQ019,010,0x0960
0x0962,24,EG0871,EQ058,010,0x0962
0x0964,28,EG0110,EQ017,010,0x0964
0x0966,26,EG0845,EQ021,010,0x0966
0x0968,26,EG0334,EQ026,010,0x0968
0x096a,26,EG0385,EQ027,010,0x096a
0x096c,24,EG0388,EQ062,010,0x096c
0x096e,24,EG0337,EQ061,010,0x096e
0x0970,28,EG0058,EQ018,110,0x0970
0x0972,28,EG0112,EQ018,110,0x0972
0x0974,30,EG0109,EQ002,110,0x0974
0x0976,30,EG0055,EQ002,110,0x0976
0x0978,28,EG0333,EQ008,110,0x0978
0x097a,26,EG0997,EQ011,110,0x097a
0x097c,26,EG0387,EQ044,110,0x097c
0x097e,24,EG0974,EQ048,110,0x097e
0x0980,28,EG0005,EQ004,010,0x0980
0x0982,26,EG0811,EQ014,010,0x0982
0x0984,30,EG0002,EQ002,010,0x0984
0x0986,28,EG0808,EQ009,010,0x0986
0x0988,28,EG0280,EQ008,010,0x0988
0x098a,28,EG0280,EQ008,010,0x098a
0x098c,26,EG0283,EQ011,010,0x098c
0x098e,26,EG0283,EQ011,010,0x098e
0x0990,28,EG0240,EQ039,110,0x0990
0x0992,28,EG0240,EQ039,110,0x0992
0x0994,30,EG0237,EQ003,110,0x0994
0x0996,30,EG0237,EQ003,110,0x0996
0x0998,28,EG0511,EQ009,110,0x0998
0x099a,26,EG1042,EQ012,110,0x099a
0x099c,26,EG0514,EQ045,110,0x099c
0x099e,24,EG1045,EQ049,110,0x099e
0x09a0,26,EG0241,EQ040,010,0x09a0
0x09a2,24,EG0917,EQ059,010,0x09a2
0x09a4,28,EG0238,EQ018,010,0x09a4
0x09a6,26,EG0915,EQ023,010,0x09a6
0x09a8,26,EG0512,EQ028,010,0x09a8
0x09aa,26,EG0512,EQ028,010,0x09aa
0x09ac,24,EG0515,EQ066,010,0x09ac
0x09ae,24,EG0515,EQ066,010,0x09ae
0x09b0,30,EG0004,EQ003,110,0x09b0
0x09b2,30,EG0004,EQ003,110,0x09b2
0x09b4,32,EG0001,EQ001,110,0x09b4
0x09b6,32,EG0001,EQ001,110,0x09b6
0x09b8,30,EG0279,EQ002,110,0x09b8
0x09ba,28,EG0935,EQ004,110,0x09ba
0x09bc,28,EG0282,EQ005,110,0x09bc
0x09be,26,EG0938,EQ007,110,0x09be
0x09c0,26,EG0557,EQ012,010,0x09c0
0x09c2,28,EG0005,EQ004,010,0x09c2
0x09c4,28,EG0554,EQ009,010,0x09c4
0x09c6,30,EG0002,EQ002,010,0x09c6
0x09c8,28,EG0280,EQ008,010,0x09c8
0x09ca,28,EG0280,EQ008,010,0x09ca
0x09cc,26,EG0283,EQ011,010,0x09cc
0x09ce,26,EG0283,EQ011,010,0x09ce
0x09d0,28,EG0240,EQ039,110,0x09d0
0x09d2,28,EG0240,EQ039,110,0x09d2
0x09d4,30,EG0237,EQ003,110,0x09d4
0x09d6,30,EG0237,EQ003,110,0x09d6
0x09d8,26,EG0787,EQ014,110,0x09d8
0x09da,28,EG0511,EQ009,110,0x09da
0x09dc,24,EG0790,EQ051,110,0x09dc
0x09de,26,EG0514,EQ045,110,0x09de
0x09e0,24,EG0663,EQ056,010,0x09e0
0x09e2,26,EG0241,EQ040,010,0x09e2
0x09e4,26,EG0661,EQ023,010,0x09e4
0x09e6,28,EG0238,EQ018,010,0x09e6
0x09e8,26,EG0512,EQ028,010,0x09e8
0x09ea,26,EG0512,EQ028,010,0x09ea
0x09ec,24,EG0515,EQ066,010,0x09ec
0x09ee,24,EG0515,EQ066,010,0x09ee
0x09f0,30,EG0004,EQ003,110,0x09f0
0x09f2,30,EG0004,EQ003,110,0x09f2
0x09f4,32,EG0001,EQ001,110,0x09f4
0x09f6,32,EG0001,EQ001,110,0x09f6
0x09f8,28,EG0681,EQ004,110,0x09f8
0x09fa,30,EG0279,EQ002,110,0x09fa
0x09fc,26,EG0684,EQ007,110,0x09fc
0x09fe,28,EG0282,EQ005,110,0x09fe
0x0a00,22,EG0721,EQ073,000,0x0a00
0x0a02,24,EG0389,EQ061,000,0x0a02
0x0a04,24,EG0743,EQ031,000,0x0a04
0x0a06,26,EG0335,EQ027,000,0x0a06
0x0a08,28,EG0057,EQ017,000,0x0a08
0x0a0a,28,EG0111,EQ016,000,0x0a0a
0x0a0c,26,EG0114,EQ019,000,0x0a0c
0x0a0e,26,EG0060,EQ020,000,0x0a0e
0x0a10,24,EG0528,EQ047,100,0x0a10
0x0a12,24,EG0542,EQ046,100,0x0a12
0x0a14,26,EG0539,EQ010,100,0x0a14
0x0a16,26,EG0525,EQ010,100,0x0a16
0x0a18,26,EG0669,EQ007,100,0x0a18
0x0a1a,28,EG0265,EQ004,100,0x0a1a
0x0a1c,24,EG0677,EQ043,100,0x0a1c
0x0a1e,26,EG0254,EQ040,100,0x0a1e
0x0a20,20,EG0798,EQ074,000,0x0a20
0x0a22,22,EG0544,EQ064,000,0x0a22
0x0a24,22,EG0804,EQ037,000,0x0a24
0x0a26,24,EG0527,EQ030,000,0x0a26
0x0a28,26,EG0253,EQ020,000,0x0a28
0x0a2a,26,EG0267,EQ019,000,0x0a2a
0x0a2c,24,EG0270,EQ053,000,0x0a2c
0x0a2e,24,EG0256,EQ054,000,0x0a2e
0x0a30,26,EG0336,EQ044,100,0x0a30
0x0a32,26,EG0387,EQ044,100,0x0a32
0x0a34,28,EG0384,EQ008,100,0x0a34
0x0a36,28,EG0333,EQ008,100,0x0a36
0x0a38,28,EG0590,EQ005,100,0x0a38
0x0a3a,30,EG0109,EQ002,100,0x0a3a
0x0a3c,26,EG0619,EQ041,100,0x0a3c
0x0a3e,28,EG0058,EQ018,100,0x0a3e
0x0a40,24,EG0338,EQ062,000,0x0a40
0x0a42,22,EG1001,EQ069,000,0x0a42
0x0a44,26,EG0386,EQ026,000,0x0a44
0x0a46,24,EG0973,EQ032,000,0x0a46
0x0a48,28,EG0057,EQ017,000,0x0a48
0x0a4a,28,EG0111,EQ016,000,0x0a4a
0x0a4c,26,EG0114,EQ019,000,0x0a4c
0x0a4e,26,EG0060,EQ020,000,0x0a4e
0x0a50,24,EG0528,EQ047,100,0x0a50
0x0a52,24,EG0542,EQ046,100,0x0a52
0x0a54,26,EG0539,EQ010,100,0x0a54
0x0a56,26,EG0525,EQ010,100,0x0a56
0x0a58,28,EG0251,EQ004,100,0x0a58
0x0a5a,26,EG0930,EQ007,100,0x0a5a
0x0a5c,26,EG0268,EQ040,100,0x0a5c
0x0a5e,24,EG0926,EQ043,100,0x0a5e
0x0a60,22,EG0530,EQ065,000,0x0a60
0x0a62,20,EG1058,EQ070,000,0x0a62
0x0a64,24,EG0541,EQ029,000,0x0a64
0x0a66,22,EG1052,EQ035,000,0x0a66
0x0a68,26,EG0253,EQ020,000,0x0a68
0x0a6a,26,EG0267,EQ019,000,0x0a6a
0x0a6c,24,EG0270,EQ053,000,0x0a6c
0x0a6e,24,EG0256,EQ054,000,0x0a6e
0x0a70,26,EG0336,EQ044,100,0x0a70
0x0a72,26,EG0387,EQ044,100,0x0a72
0x0a74,28,EG0384,EQ008,100,0x0a74
0x0a76,28,EG0333,EQ008,100,0x0a76
0x0a78,30,EG0055,EQ002,100,0x0a78
0x0a7a,28,EG0868,EQ005,100,0x0a7a
0x0a7c,28,EG0112,EQ018,100,0x0a7c
0x0a7e,26,EG0847,EQ041,100,0x0a7e
0x0a80,26,EG0284,EQ011,000,0x0a80
0x0a82,24,EG0940,EQ013,000,0x0a82
0x0a84,28,EG0281,EQ008,000,0x0a84
0x0a86,26,EG0937,EQ010,000,0x0a86
0x0a88,30,EG0003,EQ002,000,0x0a88
0x0a8a,30,EG0003,EQ002,000,0x0a8a
0x0a8c,28,EG0006,EQ004,000,0x0a8c
0x0a8e,28,EG0006,EQ004,000,0x0a8e
0x0a90,28,EG0282,EQ005,100,0x0a90
0x0a92,28,EG0282,EQ005,100,0x0a92
0x0a94,30,EG0279,EQ002,100,0x0a94
0x0a96,30,EG0279,EQ002,100,0x0a96
0x0a98,32,EG0001,EQ001,100,0x0a98
0x0a9a,30,EG0807,EQ003,100,0x0a9a
0x0a9c,30,EG0004,EQ003,100,0x0a9c
0x0a9e,28,EG0810,EQ006,100,0x0a9e
0x0aa0,26,EG0284,EQ011,000,0x0aa0
0x0aa2,24,EG0940,EQ013,000,0x0aa2
0x0aa4,28,EG0281,EQ008,000,0x0aa4
0x0aa6,26,EG0937,EQ010,000,0x0aa6
0x0aa8,30,EG0003,EQ002,000,0x0aa8
0x0aaa,30,EG0003,EQ002,000,0x0aaa
0x0aac,28,EG0006,EQ004,000,0x0aac
0x0aae,28,EG0006,EQ004,000,0x0aae
0x0ab0,28,EG0282,EQ005,100,0x0ab0
0x0ab2,28,EG0282,EQ005,100,0x0ab2
0x0ab4,30,EG0279,EQ002,100,0x0ab4
0x0ab6,30,EG0279,EQ002,100,0x0ab6
0x0ab8,32,EG0001,EQ001,100,0x0ab8
0x0aba,30,EG0807,EQ003,100,0x0aba
0x0abc,30,EG0004,EQ003,100,0x0abc
0x0abe,28,EG0810,EQ006,100,0x0abe
0x0ac0,24,EG0686,EQ015,000,0x0ac0
0x0ac2,26,EG0284,EQ011,000,0x0ac2
0x0ac4,26,EG0683,EQ010,000,0x0ac4
0x0ac6,28,EG0281,EQ008,000,0x0ac6
0x0ac8,30,EG0003,EQ002,000,0x0ac8
0x0aca,30,EG0003,EQ002,000,0x0aca
0x0acc,28,EG0006,EQ004,000,0x0acc
0x0ace,28,EG0006,EQ004,000,0x0ace
0x0ad0,28,EG0282,EQ005,100,0x0ad0
0x0ad2,28,EG0282,EQ005,100,0x0ad2
0x0ad4,30,EG0279,EQ002,100,0x0ad4
0x0ad6,30,EG0279,EQ002,100,0x0ad6
0x0ad8,30,EG0553,EQ003,100,0x0ad8
0x0ada,32,EG0001,EQ001,100,0x0ada
0x0adc,28,EG0556,EQ006,100,0x0adc
0x0ade,30,EG0004,EQ003,100,0x0ade
0x0ae0,24,EG0686,EQ015,000,0x0ae0
0x0ae2,26,EG0284,EQ011,000,0x0ae2
0x0ae4,26,EG0683,EQ010,000,0x0ae4
0x0ae6,28,EG0281,EQ008,000,0x0ae6
0x0ae8,30,EG0003,EQ002,000,0x0ae8
0x0aea,30,EG0003,EQ002,000,0x0aea
0x0aec,28,EG0006,EQ004,000,0x0aec
0x0aee,28,EG0006,EQ004,000,0x0aee
0x0af0,28,EG0282,EQ005,100,0x0af0
0x0af2,28,EG0282,EQ005,100,0x0af2
0x0af4,30,EG0279,EQ002,100,0x0af4
0x0af6,30,EG0279,EQ002,100,0x0af6
0x0af8,30,EG0553,EQ003,100,0x0af8
0x0afa,32,EG0001,EQ001,100,0x0afa
0x0afc,28,EG0556,EQ006,100,0x0afc
0x0afe,30,EG0004,EQ003,100,0x0afe
0x0b00,24,EG0594,EQ058,010,0x0b00
0x0b02,26,EG0114,EQ019,010,0x0b02
0x0b04,26,EG0618,EQ021,010,0x0b04
0x0b06,28,EG0057,EQ017,010,0x0b06
0x0b08,26,EG0335,EQ027,010,0x0b08
0x0b0a,26,EG0386,EQ026,010,0x0b0a
0x0b0c,24,EG0389,EQ061,010,0x0b0c
0x0b0e,24,EG0338,EQ062,010,0x0b0e
0x0b10,28,EG0058,EQ018,110,0x0b10
0x0b12,28,EG0112,EQ018,110,0x0b12
0x0b14,30,EG0109,EQ002,110,0x0b14
0x0b16,30,EG0055,EQ002,110,0x0b16
0x0b18,26,EG0717,EQ011,110,0x0b18
0x0b1a,28,EG0384,EQ008,110,0x0b1a
0x0b1c,24,EG0744,EQ048,110,0x0b1c
0x0b1e,26,EG0336,EQ044,110,0x0b1e
0x0b20,24,EG0594,EQ058,010,0x0b20
0x0b22,26,EG0114,EQ019,010,0x0b22
0x0b24,26,EG0618,EQ021,010,0x0b24
0x0b26,28,EG0057,EQ017,010,0x0b26
0x0b28,26,EG0335,EQ027,010,0x0b28
0x0b2a,26,EG0386,EQ026,010,0x0b2a
0x0b2c,24,EG0389,EQ061,010,0x0b2c
0x0b2e,24,EG0338,EQ062,010,0x0b2e
0x0b30,28,EG0058,EQ018,110,0x0b30
0x0b32,28,EG0112,EQ018,110,0x0b32
0x0b34,30,EG0109,EQ002,110,0x0b34
0x0b36,30,EG0055,EQ002,110,0x0b36
0x0b38,26,EG0717,EQ011,110,0x0b38
0x0b3a,28,EG0384,EQ008,110,0x0b3a
0x0b3c,24,EG0744,EQ048,110,0x0b3c
0x0b3e,26,EG0336,EQ044,110,0x0b3e
0x0b40,26,EG0060,EQ020,010,0x0b40
0x0b42,24,EG0872,EQ055,010,0x0b42
0x0b44,28,EG0111,EQ016,010,0x0b44
0x0b46,26,EG0846,EQ022,010,0x0b46
0x0b48,26,EG0335,EQ027,010,0x0b48
0x0b4a,26,EG0386,EQ026,010,0x0b4a
0x0b4c,24,EG0389,EQ061,010,0x0b4c
0x0b4e,24,EG0338,EQ062,010,0x0b4e
0x0b50,28,EG0058,EQ018,110,0x0b50
0x0b52,28,EG0112,EQ018,110,0x0b52
0x0b54,30,EG0109,EQ002,110,0x0b54
0x0b56,30,EG0055,EQ002,110,0x0b56
0x0b58,28,EG0333,EQ008,110,0x0b58
0x0b5a,26,EG0997,EQ011,110,0x0b5a
0x0b5c,26,EG0387,EQ044,110,0x0b5c
0x0b5e,24,EG0974,EQ048,110,0x0b5e
0x0b60,26,EG0060,EQ020,010,0x0b60
0x0b62,24,EG0872,EQ055,010,0x0b62
0x0b64,28,EG0111,EQ016,010,0x0b64
0x0b66,26,EG0846,EQ022,010,0x0b66
0x0b68,26,EG0335,EQ027,010,0x0b68
0x0b6a,26,EG0386,EQ026,010,0x0b6a
0x0b6c,24,EG0389,EQ061,010,0x0b6c
0x0b6e,24,EG0338,EQ062,010,0x0b6e
0x0b70,28,EG0058,EQ018,110,0x0b70
0x0b72,28,EG0112,EQ018,110,0x0b72
0x0b74,30,EG0109,EQ002,110,0x0b74
0x0b76,30,EG0055,EQ002,110,0x0b76
0x0b78,28,EG0333,EQ008,110,0x0b78
0x0b7a,26,EG0997,EQ011,110,0x0b7a
0x0b7c,26,EG0387,EQ044,110,0x0b7c
0x0b7e,24,EG0974,EQ048,110,0x0b7e
0x0b80,28,EG0006,EQ004,010,0x0b80
0x0b82,26,EG0812,EQ012,010,0x0b82
0x0b84,30,EG0003,EQ002,010,0x0b84
0x0b86,28,EG0809,EQ009,010,0x0b86
0x0b88,28,EG0281,EQ008,010,0x0b88
0x0b8a,28,EG0281,EQ008,010,0x0b8a
0x0b8c,26,EG0284,EQ011,010,0x0b8c
0x0b8e,26,EG0284,EQ011,010,0x0b8e
0x0b90,28,EG0240,EQ039,110,0x0b90
0x0b92,28,EG0240,EQ039,110,0x0b92
0x0b94,30,EG0237,EQ003,110,0x0b94
0x0b96,30,EG0237,EQ003,110,0x0b96
0x0b98,28,EG0511,EQ009,110,0x0b98
0x0b9a,26,EG1042,EQ012,110,0x0b9a
0x0b9c,26,EG0514,EQ045,110,0x0b9c
0x0b9e,24,EG1045,EQ049,110,0x0b9e
0x0ba0,26,EG0242,EQ040,010,0x0ba0
0x0ba2,24,EG0918,EQ056,010,0x0ba2
0x0ba4,28,EG0239,EQ018,010,0x0ba4
0x0ba6,26,EG0916,EQ023,010,0x0ba6
0x0ba8,26,EG0513,EQ028,010,0x0ba8
0x0baa,26,EG0513,EQ028,010,0x0baa
0x0bac,24,EG0516,EQ063,010,0x0bac
0x0bae,24,EG0516,EQ063,010,0x0bae
0x0bb0,30,EG0004,EQ003,110,0x0bb0
0x0bb2,30,EG0004,EQ003,110,0x0bb2
0x0bb4,32,EG0001,EQ001,110,0x0bb4
0x0bb6,32,EG0001,EQ001,110,0x0bb6
0x0bb8,30,EG0279,EQ002,110,0x0bb8
0x0bba,28,EG0935,EQ004,110,0x0bba
0x0bbc,28,EG0282,EQ005,110,0x0bbc
0x0bbe,26,EG0938,EQ007,110,0x0bbe
0x0bc0,26,EG0558,EQ014,010,0x0bc0
0x0bc2,28,EG0006,EQ004,010,0x0bc2
0x0bc4,28,EG0555,EQ009,010,0x0bc4
0x0bc6,30,EG0003,EQ002,010,0x0bc6
0x0bc8,28,EG0281,EQ008,010,0x0bc8
0x0bca,28,EG0281,EQ008,010,0x0bca
0x0bcc,26,EG0284,EQ011,010,0x0bcc
0x0bce,26,EG0284,EQ011,010,0x0bce
0x0bd0,28,EG0240,EQ039,110,0x0bd0
0x0bd2,28,EG0240,EQ039,110,0x0bd2
0x0bd4,30,EG0237,EQ003,110,0x0bd4
0x0bd6,30,EG0237,EQ003,110,0x0bd6
0x0bd8,26,EG0787,EQ014,110,0x0bd8
0x0bda,28,EG0511,EQ009,110,0x0bda
0x0bdc,24,EG0790,EQ051,110,0x0bdc
0x0bde,26,EG0514,EQ045,110,0x0bde
0x0be0,24,EG0664,EQ059,010,0x0be0
0x0be2,26,EG0242,EQ040,010,0x0be2
0x0be4,26,EG0662,EQ023,010,0x0be4
0x0be6,28,EG0239,EQ018,010,0x0be6
0x0be8,26,EG0513,EQ028,010,0x0be8
0x0bea,26,EG0513,EQ028,010,0x0bea
0x0bec,24,EG0516,EQ063,010,0x0bec
0x0bee,24,EG0516,EQ063,010,0x0bee
0x0bf0,30,EG0004,EQ003,110,0x0bf0
0x0bf2,30,EG0004,EQ003,110,0x0bf2
0x0bf4,32,EG0001,EQ001,110,0x0bf4
0x0bf6,32,EG0001,EQ001,110,0x0bf6
0x0bf8,28,EG0681,EQ004,110,0x0bf8
0x0bfa,30,EG0279,EQ002,110,0x0bfa
0x0bfc,26,EG0684,EQ007,110,0x0bfc
0x0bfe,28,EG0282,EQ005,110,0x0bfe
0x1000,22,EG0768,EQ087,001,0x1000
0x1002,24,EG0436,EQ077,001,0x1002
0x1004,20,EG0771,EQ115,001,0x1004
0x1006,22,EG0441,EQ099,001,0x1006
0x1008,24,EG0169,EQ047,001,0x1008
0x100a,24,EG0169,EQ047,001,0x100a
0x100c,26,EG0164,EQ044,001,0x100c
0x100e,26,EG0164,EQ044,001,0x100e
0x1010,28,EG0297,EQ016,101,0x1010
0x1012,28,EG0297,EQ016,101,0x1012
0x1014,26,EG0303,EQ021,101,0x1014
0x1016,26,EG0303,EQ021,101,0x1016
0x1018,26,EG0572,EQ023,101,0x1018
0x101a,28,EG0025,EQ009,101,0x101a
0x101c,28,EG0567,EQ018,101,0x101c
0x101e,30,EG0019,EQ002,101,0x101e
0x1020,24,EG0704,EQ030,001,0x1020
0x1022,26,EG0316,EQ027,001,0x1022
0x1024,22,EG0709,EQ038,001,0x1024
0x1026,24,EG0322,EQ032,001,0x1026
0x1028,26,EG0044,EQ010,001,0x1028
0x102a,26,EG0044,EQ010,001,0x102a
0x102c,28,EG0038,EQ008,001,0x102c
0x102e,28,EG0038,EQ008,001,0x102e
0x1030,26,EG0449,EQ022,101,0x1030
0x1032,26,EG0449,EQ022,101,0x1032
0x1034,24,EG0454,EQ102,101,0x1034
0x1036,24,EG0454,EQ102,101,0x1036
0x1038,24,EG0644,EQ095,101,0x1038
0x103a,26,EG0182,EQ045,101,0x103a
0x103c,26,EG0640,EQ041,101,0x103c
0x103e,28,EG0177,EQ005,101,0x103e
0x1040,24,EG0450,EQ078,001,0x1040
0x1042,22,EG1022,EQ092,001,0x1042
0x1044,22,EG0455,EQ104,001,0x1044
0x1046,20,EG1025,EQ120,001,0x1046
0x1048,24,EG0183,EQ046,001,0x1048
0x104a,24,EG0183,EQ046,001,0x104a
0x104c,26,EG0178,EQ044,001,0x104c
0x104e,26,EG0178,EQ044,001,0x104e
0x1050,28,EG0315,EQ017,101,0x1050
0x1052,28,EG0315,EQ017,101,0x1052
0x1054,26,EG0321,EQ022,101,0x1054
0x1056,26,EG0321,EQ022,101,0x1056
0x1058,28,EG0043,EQ009,101,0x1058
0x105a,26,EG0835,EQ023,101,0x105a
0x105c,30,EG0037,EQ002,101,0x105c
0x105e,28,EG0830,EQ018,101,0x105e
0x1060,26,EG0298,EQ026,001,0x1060
0x1062,24,EG0950,EQ029,001,0x1062
0x1064,24,EG0304,EQ031,001,0x1064
0x1066,22,EG0955,EQ034,001,0x1066
0x1068,26,EG0026,EQ010,001,0x1068
0x106a,26,EG0026,EQ010,001,0x106a
0x106c,28,EG0020,EQ008,001,0x106c
0x106e,28,EG0020,EQ008,001,0x106e
0x1070,26,EG0435,EQ021,101,0x1070
0x1072,26,EG0435,EQ021,101,0x1072
0x1074,24,EG0440,EQ097,101,0x1074
0x1076,24,EG0440,EQ097,101,0x1076
0x1078,26,EG0168,EQ045,101,0x1078
0x107a,24,EG0898,EQ095,101,0x107a
0x107c,28,EG0163,EQ005,101,0x107c
0x107e,26,EG0894,EQ041,101,0x107e
0x1080,24,EG0352,EQ082,001,0x1080
0x1082,22,EG1008,EQ086,001,0x1082
0x1084,22,EG0408,EQ085,001,0x1084
0x1086,20,EG0984,EQ088,001,0x1086
0x1088,24,EG0080,EQ029,001,0x1088
0x108a,24,EG0134,EQ030,001,0x108a
0x108c,26,EG0128,EQ027,001,0x108c
0x108e,26,EG0074,EQ026,001,0x108e
0x1090,26,EG0351,EQ026,101,0x1090
0x1092,26,EG0402,EQ026,101,0x1092
0x1094,24,EG0407,EQ077,101,0x1094
0x1096,24,EG0357,EQ077,101,0x1096
0x1098,26,EG0079,EQ028,101,0x1098
0x109a,24,EG0882,EQ079,101,0x109a
