mask,edge_count,edge_graph_id,equality_graph_id,r0_profile_j123,indexed_replay_key
0x109c,28,EG0127,EQ008,101,0x109c
0x109e,26,EG0853,EQ044,101,0x109e
0x10a0,24,EG0369,EQ083,001,0x10a0
0x10a2,22,EG1017,EQ091,001,0x10a2
0x10a4,22,EG0425,EQ091,001,0x10a4
0x10a6,20,EG0993,EQ089,001,0x10a6
0x10a8,24,EG0098,EQ029,001,0x10a8
0x10aa,24,EG0152,EQ030,001,0x10aa
0x10ac,26,EG0146,EQ027,001,0x10ac
0x10ae,26,EG0092,EQ026,001,0x10ae
0x10b0,26,EG0368,EQ027,101,0x10b0
0x10b2,26,EG0418,EQ027,101,0x10b2
0x10b4,24,EG0424,EQ078,101,0x10b4
0x10b6,24,EG0373,EQ078,101,0x10b6
0x10b8,26,EG0097,EQ028,101,0x10b8
0x10ba,24,EG0889,EQ079,101,0x10ba
0x10bc,28,EG0145,EQ008,101,0x10bc
0x10be,26,EG0858,EQ044,101,0x10be
0x10c0,22,EG0733,EQ085,001,0x10c0
0x10c2,24,EG0419,EQ090,001,0x10c2
0x10c4,20,EG0761,EQ094,001,0x10c4
0x10c6,22,EG0374,EQ086,001,0x10c6
0x10c8,24,EG0098,EQ029,001,0x10c8
0x10ca,24,EG0152,EQ030,001,0x10ca
0x10cc,26,EG0146,EQ027,001,0x10cc
0x10ce,26,EG0092,EQ026,001,0x10ce
0x10d0,26,EG0368,EQ027,101,0x10d0
0x10d2,26,EG0418,EQ027,101,0x10d2
0x10d4,24,EG0424,EQ078,101,0x10d4
0x10d6,24,EG0373,EQ078,101,0x10d6
0x10d8,24,EG0613,EQ079,101,0x10d8
0x10da,26,EG0151,EQ028,101,0x10da
0x10dc,26,EG0635,EQ044,101,0x10dc
0x10de,28,EG0091,EQ008,101,0x10de
0x10e0,22,EG0728,EQ084,001,0x10e0
0x10e2,24,EG0403,EQ083,001,0x10e2
0x10e4,20,EG0753,EQ093,001,0x10e4
0x10e6,22,EG0358,EQ084,001,0x10e6
0x10e8,24,EG0080,EQ029,001,0x10e8
0x10ea,24,EG0134,EQ030,001,0x10ea
0x10ec,26,EG0128,EQ027,001,0x10ec
0x10ee,26,EG0074,EQ026,001,0x10ee
0x10f0,26,EG0351,EQ026,101,0x10f0
0x10f2,26,EG0402,EQ026,101,0x10f2
0x10f4,24,EG0407,EQ077,101,0x10f4
0x10f6,24,EG0357,EQ077,101,0x10f6
0x10f8,24,EG0604,EQ079,101,0x10f8
0x10fa,26,EG0133,EQ028,101,0x10fa
0x10fc,26,EG0625,EQ044,101,0x10fc
0x10fe,28,EG0073,EQ008,101,0x10fe
0x1100,26,EG0568,EQ028,011,0x1100
0x1102,28,EG0020,EQ008,011,0x1102
0x1104,24,EG0573,EQ036,011,0x1104
0x1106,26,EG0026,EQ010,011,0x1106
0x1108,24,EG0304,EQ031,011,0x1108
0x110a,24,EG0304,EQ031,011,0x110a
0x110c,26,EG0298,EQ026,011,0x110c
0x110e,26,EG0298,EQ026,011,0x110e
0x1110,30,EG0019,EQ002,111,0x1110
0x1112,30,EG0019,EQ002,111,0x1112
0x1114,28,EG0025,EQ009,111,0x1114
0x1116,28,EG0025,EQ009,111,0x1116
0x1118,24,EG0699,EQ024,111,0x1118
0x111a,26,EG0303,EQ021,111,0x111a
0x111c,26,EG0695,EQ019,111,0x111c
0x111e,28,EG0297,EQ016,111,0x111e
0x1120,26,EG0582,EQ028,011,0x1120
0x1122,28,EG0038,EQ008,011,0x1122
0x1124,24,EG0585,EQ036,011,0x1124
0x1126,26,EG0044,EQ010,011,0x1126
0x1128,24,EG0322,EQ032,011,0x1128
0x112a,24,EG0322,EQ032,011,0x112a
0x112c,26,EG0316,EQ027,011,0x112c
0x112e,26,EG0316,EQ027,011,0x112e
0x1130,30,EG0037,EQ002,111,0x1130
0x1132,30,EG0037,EQ002,111,0x1132
0x1134,28,EG0043,EQ009,111,0x1134
0x1136,28,EG0043,EQ009,111,0x1136
0x1138,24,EG0708,EQ025,111,0x1138
0x113a,26,EG0321,EQ022,111,0x113a
0x113c,26,EG0703,EQ020,111,0x113c
0x113e,28,EG0315,EQ017,111,0x113e
0x1140,28,EG0038,EQ008,011,0x1140
0x1142,26,EG0831,EQ028,011,0x1142
0x1144,26,EG0044,EQ010,011,0x1144
0x1146,24,EG0836,EQ033,011,0x1146
0x1148,24,EG0322,EQ032,011,0x1148
0x114a,24,EG0322,EQ032,011,0x114a
0x114c,26,EG0316,EQ027,011,0x114c
0x114e,26,EG0316,EQ027,011,0x114e
0x1150,30,EG0037,EQ002,111,0x1150
0x1152,30,EG0037,EQ002,111,0x1152
0x1154,28,EG0043,EQ009,111,0x1154
0x1156,28,EG0043,EQ009,111,0x1156
0x1158,26,EG0321,EQ022,111,0x1158
0x115a,24,EG0967,EQ025,111,0x115a
0x115c,28,EG0315,EQ017,111,0x115c
0x115e,26,EG0963,EQ020,111,0x115e
0x1160,28,EG0020,EQ008,011,0x1160
0x1162,26,EG0822,EQ028,011,0x1162
0x1164,26,EG0026,EQ010,011,0x1164
0x1166,24,EG0825,EQ033,011,0x1166
0x1168,24,EG0304,EQ031,011,0x1168
0x116a,24,EG0304,EQ031,011,0x116a
0x116c,26,EG0298,EQ026,011,0x116c
0x116e,26,EG0298,EQ026,011,0x116e
0x1170,30,EG0019,EQ002,111,0x1170
0x1172,30,EG0019,EQ002,111,0x1172
0x1174,28,EG0025,EQ009,111,0x1174
0x1176,28,EG0025,EQ009,111,0x1176
0x1178,26,EG0303,EQ021,111,0x1178
0x117a,24,EG0954,EQ024,111,0x117a
0x117c,28,EG0297,EQ016,111,0x117c
0x117e,26,EG0949,EQ019,111,0x117e
0x1180,24,EG0192,EQ061,011,0x1180
0x1182,22,EG0910,EQ081,011,0x1182
0x1184,22,EG0220,EQ065,011,0x1184
0x1186,20,EG0905,EQ108,011,0x1186
0x1188,20,EG0467,EQ113,011,0x1188
0x118a,20,EG0493,EQ112,011,0x118a
0x118c,22,EG0488,EQ085,011,0x118c
0x118e,22,EG0464,EQ084,011,0x118e
0x1190,28,EG0073,EQ008,111,0x1190
0x1192,28,EG0127,EQ008,111,0x1192
0x1194,26,EG0133,EQ028,111,0x1194
0x1196,26,EG0079,EQ028,111,0x1196
0x1198,24,EG0357,EQ077,111,0x1198
0x119a,22,EG1011,EQ080,111,0x119a
0x119c,26,EG0402,EQ026,111,0x119c
0x119e,24,EG0980,EQ061,111,0x119e
0x11a0,26,EG0092,EQ026,011,0x11a0
0x11a2,24,EG0886,EQ078,011,0x11a2
0x11a4,24,EG0152,EQ030,011,0x11a4
0x11a6,22,EG0862,EQ087,011,0x11a6
0x11a8,22,EG0374,EQ086,011,0x11a8
0x11aa,22,EG0425,EQ091,011,0x11aa
0x11ac,24,EG0419,EQ090,011,0x11ac
0x11ae,24,EG0369,EQ083,011,0x11ae
0x11b0,26,EG0201,EQ011,111,0x11b0
0x11b2,26,EG0227,EQ011,111,0x11b2
0x11b4,24,EG0231,EQ066,111,0x11b4
0x11b6,24,EG0206,EQ063,111,0x11b6
0x11b8,22,EG0479,EQ103,111,0x11b8
0x11ba,20,EG1039,EQ106,111,0x11ba
0x11bc,24,EG0500,EQ032,111,0x11bc
0x11be,22,EG1030,EQ073,111,0x11be
0x11c0,22,EG0649,EQ080,011,0x11c0
0x11c2,24,EG0228,EQ062,011,0x11c2
0x11c4,20,EG0656,EQ110,011,0x11c4
0x11c6,22,EG0207,EQ064,011,0x11c6
0x11c8,20,EG0480,EQ117,011,0x11c8
0x11ca,20,EG0504,EQ118,011,0x11ca
0x11cc,22,EG0501,EQ091,011,0x11cc
0x11ce,22,EG0475,EQ086,011,0x11ce
0x11d0,28,EG0091,EQ008,111,0x11d0
0x11d2,28,EG0145,EQ008,111,0x11d2
0x11d4,26,EG0151,EQ028,111,0x11d4
0x11d6,26,EG0097,EQ028,111,0x11d6
0x11d8,22,EG0736,EQ081,111,0x11d8
0x11da,24,EG0424,EQ078,111,0x11da
0x11dc,24,EG0757,EQ062,111,0x11dc
0x11de,26,EG0368,EQ027,111,0x11de
0x11e0,24,EG0601,EQ077,011,0x11e0
0x11e2,26,EG0128,EQ027,011,0x11e2
0x11e4,22,EG0629,EQ092,011,0x11e4
0x11e6,24,EG0080,EQ029,011,0x11e6
0x11e8,22,EG0358,EQ084,011,0x11e8
0x11ea,22,EG0408,EQ085,011,0x11ea
0x11ec,24,EG0403,EQ083,011,0x11ec
0x11ee,24,EG0352,EQ082,011,0x11ee
0x11f0,26,EG0191,EQ011,111,0x11f0
0x11f2,26,EG0214,EQ011,111,0x11f2
0x11f4,24,EG0219,EQ063,111,0x11f4
0x11f6,24,EG0195,EQ066,111,0x11f6
0x11f8,20,EG0780,EQ101,111,0x11f8
0x11fa,22,EG0492,EQ098,111,0x11fa
0x11fc,22,EG0782,EQ069,111,0x11fc
0x11fe,24,EG0463,EQ031,111,0x11fe
0x1200,22,EG0769,EQ087,001,0x1200
0x1202,24,EG0437,EQ077,001,0x1202
0x1204,20,EG0772,EQ114,001,0x1204
0x1206,22,EG0442,EQ098,001,0x1206
0x1208,24,EG0170,EQ046,001,0x1208
0x120a,24,EG0170,EQ046,001,0x120a
0x120c,26,EG0165,EQ044,001,0x120c
0x120e,26,EG0165,EQ044,001,0x120e
0x1210,28,EG0297,EQ016,101,0x1210
0x1212,28,EG0297,EQ016,101,0x1212
0x1214,26,EG0303,EQ021,101,0x1214
0x1216,26,EG0303,EQ021,101,0x1216
0x1218,26,EG0572,EQ023,101,0x1218
0x121a,28,EG0025,EQ009,101,0x121a
0x121c,28,EG0567,EQ018,101,0x121c
0x121e,30,EG0019,EQ002,101,0x121e
0x1220,24,EG0705,EQ030,001,0x1220
0x1222,26,EG0317,EQ027,001,0x1222
0x1224,22,EG0710,EQ035,001,0x1224
0x1226,24,EG0323,EQ032,001,0x1226
0x1228,26,EG0045,EQ010,001,0x1228
0x122a,26,EG0045,EQ010,001,0x122a
0x122c,28,EG0039,EQ008,001,0x122c
0x122e,28,EG0039,EQ008,001,0x122e
0x1230,26,EG0449,EQ022,101,0x1230
0x1232,26,EG0449,EQ022,101,0x1232
0x1234,24,EG0454,EQ102,101,0x1234
0x1236,24,EG0454,EQ102,101,0x1236
0x1238,24,EG0644,EQ095,101,0x1238
0x123a,26,EG0182,EQ045,101,0x123a
0x123c,26,EG0640,EQ041,101,0x123c
0x123e,28,EG0177,EQ005,101,0x123e
0x1240,24,EG0451,EQ078,001,0x1240
0x1242,22,EG1023,EQ092,001,0x1242
0x1244,22,EG0456,EQ103,001,0x1244
0x1246,20,EG1026,EQ122,001,0x1246
0x1248,24,EG0184,EQ047,001,0x1248
0x124a,24,EG0184,EQ047,001,0x124a
0x124c,26,EG0179,EQ044,001,0x124c
0x124e,26,EG0179,EQ044,001,0x124e
0x1250,28,EG0315,EQ017,101,0x1250
0x1252,28,EG0315,EQ017,101,0x1252
0x1254,26,EG0321,EQ022,101,0x1254
0x1256,26,EG0321,EQ022,101,0x1256
0x1258,28,EG0043,EQ009,101,0x1258
0x125a,26,EG0835,EQ023,101,0x125a
0x125c,30,EG0037,EQ002,101,0x125c
0x125e,28,EG0830,EQ018,101,0x125e
0x1260,26,EG0299,EQ026,001,0x1260
0x1262,24,EG0951,EQ029,001,0x1262
0x1264,24,EG0305,EQ031,001,0x1264
0x1266,22,EG0956,EQ037,001,0x1266
0x1268,26,EG0027,EQ010,001,0x1268
0x126a,26,EG0027,EQ010,001,0x126a
0x126c,28,EG0021,EQ008,001,0x126c
0x126e,28,EG0021,EQ008,001,0x126e
0x1270,26,EG0435,EQ021,101,0x1270
0x1272,26,EG0435,EQ021,101,0x1272
0x1274,24,EG0440,EQ097,101,0x1274
0x1276,24,EG0440,EQ097,101,0x1276
0x1278,26,EG0168,EQ045,101,0x1278
0x127a,24,EG0898,EQ095,101,0x127a
0x127c,28,EG0163,EQ005,101,0x127c
0x127e,26,EG0894,EQ041,101,0x127e
0x1280,24,EG0353,EQ083,001,0x1280
0x1282,22,EG1009,EQ084,001,0x1282
0x1284,22,EG0409,EQ084,001,0x1284
0x1286,20,EG0985,EQ093,001,0x1286
0x1288,24,EG0081,EQ030,001,0x1288
0x128a,24,EG0135,EQ029,001,0x128a
0x128c,26,EG0129,EQ026,001,0x128c
0x128e,26,EG0075,EQ027,001,0x128e
0x1290,26,EG0351,EQ026,101,0x1290
0x1292,26,EG0402,EQ026,101,0x1292
0x1294,24,EG0407,EQ077,101,0x1294
0x1296,24,EG0357,EQ077,101,0x1296
0x1298,26,EG0079,EQ028,101,0x1298
0x129a,24,EG0882,EQ079,101,0x129a
0x129c,28,EG0127,EQ008,101,0x129c
0x129e,26,EG0853,EQ044,101,0x129e
0x12a0,24,EG0370,EQ090,001,0x12a0
0x12a2,22,EG1018,EQ085,001,0x12a2
0x12a4,22,EG0426,EQ086,001,0x12a4
0x12a6,20,EG0994,EQ094,001,0x12a6
0x12a8,24,EG0099,EQ030,001,0x12a8
0x12aa,24,EG0153,EQ029,001,0x12aa
0x12ac,26,EG0147,EQ026,001,0x12ac
0x12ae,26,EG0093,EQ027,001,0x12ae
0x12b0,26,EG0368,EQ027,101,0x12b0
0x12b2,26,EG0418,EQ027,101,0x12b2
0x12b4,24,EG0424,EQ078,101,0x12b4
0x12b6,24,EG0373,EQ078,101,0x12b6
0x12b8,26,EG0097,EQ028,101,0x12b8
0x12ba,24,EG0889,EQ079,101,0x12ba
0x12bc,28,EG0145,EQ008,101,0x12bc
0x12be,26,EG0858,EQ044,101,0x12be
0x12c0,22,EG0734,EQ091,001,0x12c0
0x12c2,24,EG0420,EQ083,001,0x12c2
0x12c4,20,EG0762,EQ089,001,0x12c4
0x12c6,22,EG0375,EQ091,001,0x12c6
0x12c8,24,EG0099,EQ030,001,0x12c8
0x12ca,24,EG0153,EQ029,001,0x12ca
0x12cc,26,EG0147,EQ026,001,0x12cc
0x12ce,26,EG0093,EQ027,001,0x12ce
0x12d0,26,EG0368,EQ027,101,0x12d0
0x12d2,26,EG0418,EQ027,101,0x12d2
0x12d4,24,EG0424,EQ078,101,0x12d4
0x12d6,24,EG0373,EQ078,101,0x12d6
0x12d8,24,EG0613,EQ079,101,0x12d8
0x12da,26,EG0151,EQ028,101,0x12da
0x12dc,26,EG0635,EQ044,101,0x12dc
0x12de,28,EG0091,EQ008,101,0x12de
0x12e0,22,EG0729,EQ086,001,0x12e0
0x12e2,24,EG0404,EQ082,001,0x12e2
0x12e4,20,EG0754,EQ088,001,0x12e4
0x12e6,22,EG0359,EQ085,001,0x12e6
0x12e8,24,EG0081,EQ030,001,0x12e8
0x12ea,24,EG0135,EQ029,001,0x12ea
0x12ec,26,EG0129,EQ026,001,0x12ec
0x12ee,26,EG0075,EQ027,001,0x12ee
0x12f0,26,EG0351,EQ026,101,0x12f0
0x12f2,26,EG0402,EQ026,101,0x12f2
0x12f4,24,EG0407,EQ077,101,0x12f4
0x12f6,24,EG0357,EQ077,101,0x12f6
0x12f8,24,EG0604,EQ079,101,0x12f8
0x12fa,26,EG0133,EQ028,101,0x12fa
0x12fc,26,EG0625,EQ044,101,0x12fc
0x12fe,28,EG0073,EQ008,101,0x12fe
0x1300,26,EG0569,EQ028,011,0x1300
0x1302,28,EG0021,EQ008,011,0x1302
0x1304,24,EG0574,EQ033,011,0x1304
0x1306,26,EG0027,EQ010,011,0x1306
0x1308,24,EG0305,EQ031,011,0x1308
0x130a,24,EG0305,EQ031,011,0x130a
0x130c,26,EG0299,EQ026,011,0x130c
0x130e,26,EG0299,EQ026,011,0x130e
0x1310,30,EG0019,EQ002,111,0x1310
0x1312,30,EG0019,EQ002,111,0x1312
0x1314,28,EG0025,EQ009,111,0x1314
0x1316,28,EG0025,EQ009,111,0x1316
0x1318,24,EG0699,EQ024,111,0x1318
0x131a,26,EG0303,EQ021,111,0x131a
0x131c,26,EG0695,EQ019,111,0x131c
0x131e,28,EG0297,EQ016,111,0x131e
0x1320,26,EG0583,EQ028,011,0x1320
0x1322,28,EG0039,EQ008,011,0x1322
0x1324,24,EG0586,EQ033,011,0x1324
0x1326,26,EG0045,EQ010,011,0x1326
0x1328,24,EG0323,EQ032,011,0x1328
0x132a,24,EG0323,EQ032,011,0x132a
0x132c,26,EG0317,EQ027,011,0x132c
0x132e,26,EG0317,EQ027,011,0x132e
0x1330,30,EG0037,EQ002,111,0x1330
0x1332,30,EG0037,EQ002,111,0x1332
0x1334,28,EG0043,EQ009,111,0x1334
0x1336,28,EG0043,EQ009,111,0x1336
0x1338,24,EG0708,EQ025,111,0x1338
0x133a,26,EG0321,EQ022,111,0x133a
0x133c,26,EG0703,EQ020,111,0x133c
0x133e,28,EG0315,EQ017,111,0x133e
0x1340,28,EG0039,EQ008,011,0x1340
0x1342,26,EG0832,EQ028,011,0x1342
0x1344,26,EG0045,EQ010,011,0x1344
0x1346,24,EG0837,EQ036,011,0x1346
0x1348,24,EG0323,EQ032,011,0x1348
0x134a,24,EG0323,EQ032,011,0x134a
0x134c,26,EG0317,EQ027,011,0x134c
0x134e,26,EG0317,EQ027,011,0x134e
0x1350,30,EG0037,EQ002,111,0x1350
0x1352,30,EG0037,EQ002,111,0x1352
0x1354,28,EG0043,EQ009,111,0x1354
0x1356,28,EG0043,EQ009,111,0x1356
0x1358,26,EG0321,EQ022,111,0x1358
0x135a,24,EG0967,EQ025,111,0x135a
0x135c,28,EG0315,EQ017,111,0x135c
0x135e,26,EG0963,EQ020,111,0x135e
0x1360,28,EG0021,EQ008,011,0x1360
0x1362,26,EG0823,EQ028,011,0x1362
0x1364,26,EG0027,EQ010,011,0x1364
0x1366,24,EG0826,EQ036,011,0x1366
0x1368,24,EG0305,EQ031,011,0x1368
0x136a,24,EG0305,EQ031,011,0x136a
0x136c,26,EG0299,EQ026,011,0x136c
0x136e,26,EG0299,EQ026,011,0x136e
0x1370,30,EG0019,EQ002,111,0x1370
0x1372,30,EG0019,EQ002,111,0x1372
0x1374,28,EG0025,EQ009,111,0x1374
0x1376,28,EG0025,EQ009,111,0x1376
0x1378,26,EG0303,EQ021,111,0x1378
0x137a,24,EG0954,EQ024,111,0x137a
0x137c,28,EG0297,EQ016,111,0x137c
0x137e,26,EG0949,EQ019,111,0x137e
0x1380,24,EG0193,EQ062,011,0x1380
0x1382,22,EG0911,EQ080,011,0x1382
0x1384,22,EG0221,EQ064,011,0x1384
0x1386,20,EG0906,EQ110,011,0x1386
0x1388,20,EG0468,EQ112,011,0x1388
0x138a,20,EG0494,EQ111,011,0x138a
0x138c,22,EG0489,EQ084,011,0x138c
0x138e,22,EG0465,EQ085,011,0x138e
0x1390,28,EG0073,EQ008,111,0x1390
0x1392,28,EG0127,EQ008,111,0x1392
0x1394,26,EG0133,EQ028,111,0x1394
0x1396,26,EG0079,EQ028,111,0x1396
0x1398,24,EG0357,EQ077,111,0x1398
0x139a,22,EG1011,EQ080,111,0x139a
0x139c,26,EG0402,EQ026,111,0x139c
0x139e,24,EG0980,EQ061,111,0x139e
0x13a0,26,EG0093,EQ027,011,0x13a0
0x13a2,24,EG0887,EQ077,011,0x13a2
0x13a4,24,EG0153,EQ029,011,0x13a4
0x13a6,22,EG0863,EQ092,011,0x13a6
0x13a8,22,EG0375,EQ091,011,0x13a8
0x13aa,22,EG0426,EQ086,011,0x13aa
0x13ac,24,EG0420,EQ083,011,0x13ac
0x13ae,24,EG0370,EQ090,011,0x13ae
0x13b0,26,EG0201,EQ011,111,0x13b0
0x13b2,26,EG0227,EQ011,111,0x13b2
0x13b4,24,EG0231,EQ066,111,0x13b4
0x13b6,24,EG0206,EQ063,111,0x13b6
0x13b8,22,EG0479,EQ103,111,0x13b8
0x13ba,20,EG1039,EQ106,111,0x13ba
0x13bc,24,EG0500,EQ032,111,0x13bc
0x13be,22,EG1030,EQ073,111,0x13be
0x13c0,22,EG0650,EQ081,011,0x13c0
0x13c2,24,EG0229,EQ061,011,0x13c2
0x13c4,20,EG0657,EQ108,011,0x13c4
0x13c6,22,EG0208,EQ065,011,0x13c6
0x13c8,20,EG0481,EQ119,011,0x13c8
0x13ca,20,EG0505,EQ117,011,0x13ca
0x13cc,22,EG0502,EQ086,011,0x13cc
0x13ce,22,EG0476,EQ091,011,0x13ce
0x13d0,28,EG0091,EQ008,111,0x13d0
0x13d2,28,EG0145,EQ008,111,0x13d2
0x13d4,26,EG0151,EQ028,111,0x13d4
0x13d6,26,EG0097,EQ028,111,0x13d6
0x13d8,22,EG0736,EQ081,111,0x13d8
0x13da,24,EG0424,EQ078,111,0x13da
0x13dc,24,EG0757,EQ062,111,0x13dc
0x13de,26,EG0368,EQ027,111,0x13de
0x13e0,24,EG0602,EQ078,011,0x13e0
0x13e2,26,EG0129,EQ026,011,0x13e2
0x13e4,22,EG0630,EQ087,011,0x13e4
0x13e6,24,EG0081,EQ030,011,0x13e6
0x13e8,22,EG0359,EQ085,011,0x13e8
0x13ea,22,EG0409,EQ084,011,0x13ea
0x13ec,24,EG0404,EQ082,011,0x13ec
0x13ee,24,EG0353,EQ083,011,0x13ee
0x13f0,26,EG0191,EQ011,111,0x13f0
0x13f2,26,EG0214,EQ011,111,0x13f2
0x13f4,24,EG0219,EQ063,111,0x13f4
0x13f6,24,EG0195,EQ066,111,0x13f6
0x13f8,20,EG0780,EQ101,111,0x13f8
0x13fa,22,EG0492,EQ098,111,0x13fa
0x13fc,22,EG0782,EQ069,111,0x13fc
0x13fe,24,EG0463,EQ031,111,0x13fe
0x1800,24,EG0690,EQ046,001,0x1800
0x1802,26,EG0289,EQ044,001,0x1802
0x1804,22,EG0692,EQ052,001,0x1804
0x1806,24,EG0292,EQ048,001,0x1806
0x1808,26,EG0014,EQ007,001,0x1808
0x180a,26,EG0014,EQ007,001,0x180a
0x180c,28,EG0011,EQ005,001,0x180c
0x180e,28,EG0011,EQ005,001,0x180e
0x1810,26,EG0519,EQ023,101,0x1810
0x1812,26,EG0519,EQ023,101,0x1812
0x1814,24,EG0521,EQ095,101,0x1814
0x1816,24,EG0521,EQ095,101,0x1816
0x1818,24,EG0667,EQ123,101,0x1818
0x181a,26,EG0247,EQ042,101,0x181a
0x181c,26,EG0666,EQ042,101,0x181c
0x181e,28,EG0245,EQ006,101,0x181e
0x1820,22,EG0792,EQ109,001,0x1820
0x1822,24,EG0520,EQ079,001,0x1822
0x1824,20,EG0793,EQ125,001,0x1824
0x1826,22,EG0522,EQ096,001,0x1826
0x1828,24,EG0248,EQ043,001,0x1828
0x182a,24,EG0248,EQ043,001,0x182a
0x182c,26,EG0246,EQ041,001,0x182c
0x182e,26,EG0246,EQ041,001,0x182e
0x1830,28,EG0288,EQ018,101,0x1830
0x1832,28,EG0288,EQ018,101,0x1832
0x1834,26,EG0291,EQ041,101,0x1834
0x1836,26,EG0291,EQ041,101,0x1836
0x1838,26,EG0563,EQ042,101,0x1838
0x183a,28,EG0013,EQ006,101,0x183a
0x183c,28,EG0561,EQ039,101,0x183c
0x183e,30,EG0010,EQ003,101,0x183e
0x1840,26,EG0289,EQ044,001,0x1840
0x1842,24,EG0944,EQ047,001,0x1842
0x1844,24,EG0292,EQ048,001,0x1844
0x1846,22,EG0946,EQ050,001,0x1846
0x1848,26,EG0014,EQ007,001,0x1848
0x184a,26,EG0014,EQ007,001,0x184a
0x184c,28,EG0011,EQ005,001,0x184c
0x184e,28,EG0011,EQ005,001,0x184e
0x1850,26,EG0519,EQ023,101,0x1850
0x1852,26,EG0519,EQ023,101,0x1852
0x1854,24,EG0521,EQ095,101,0x1854
0x1856,24,EG0521,EQ095,101,0x1856
0x1858,26,EG0247,EQ042,101,0x1858
0x185a,24,EG0921,EQ124,101,0x185a
0x185c,28,EG0245,EQ006,101,0x185c
0x185e,26,EG0920,EQ042,101,0x185e
0x1860,24,EG0520,EQ079,001,0x1860
0x1862,22,EG1047,EQ107,001,0x1862
0x1864,22,EG0522,EQ096,001,0x1864
0x1866,20,EG1048,EQ126,001,0x1866
0x1868,24,EG0248,EQ043,001,0x1868
0x186a,24,EG0248,EQ043,001,0x186a
0x186c,26,EG0246,EQ041,001,0x186c
0x186e,26,EG0246,EQ041,001,0x186e
0x1870,28,EG0288,EQ018,101,0x1870
0x1872,28,EG0288,EQ018,101,0x1872
0x1874,26,EG0291,EQ041,101,0x1874
0x1876,26,EG0291,EQ041,101,0x1876
0x1878,28,EG0013,EQ006,101,0x1878
0x187a,26,EG0817,EQ042,101,0x187a
0x187c,30,EG0010,EQ003,101,0x187c
0x187e,28,EG0815,EQ039,101,0x187e
0x1880,24,EG0343,EQ077,001,0x1880
0x1882,22,EG1003,EQ103,001,0x1882
0x1884,22,EG0397,EQ081,001,0x1884
0x1886,20,EG0977,EQ101,001,0x1886
0x1888,24,EG0068,EQ024,001,0x1888
0x188a,24,EG0122,EQ025,001,0x188a
0x188c,26,EG0119,EQ022,001,0x188c
0x188e,26,EG0065,EQ021,001,0x188e
0x1890,26,EG0342,EQ028,101,0x1890
0x1892,26,EG0393,EQ028,101,0x1892
0x1894,24,EG0396,EQ079,101,0x1894
0x1896,24,EG0345,EQ079,101,0x1896
0x1898,26,EG0067,EQ023,101,0x1898
0x189a,24,EG0875,EQ095,101,0x189a
0x189c,28,EG0118,EQ009,101,0x189c
0x189e,26,EG0849,EQ045,101,0x189e
0x18a0,24,EG0343,EQ077,001,0x18a0
0x18a2,22,EG1003,EQ103,001,0x18a2
0x18a4,22,EG0397,EQ081,001,0x18a4
0x18a6,20,EG0977,EQ101,001,0x18a6
0x18a8,24,EG0068,EQ024,001,0x18a8
0x18aa,24,EG0122,EQ025,001,0x18aa
0x18ac,26,EG0119,EQ022,001,0x18ac
0x18ae,26,EG0065,EQ021,001,0x18ae
0x18b0,26,EG0342,EQ028,101,0x18b0
0x18b2,26,EG0393,EQ028,101,0x18b2
0x18b4,24,EG0396,EQ079,101,0x18b4
0x18b6,24,EG0345,EQ079,101,0x18b6
0x18b8,26,EG0067,EQ023,101,0x18b8
0x18ba,24,EG0875,EQ095,101,0x18ba
0x18bc,28,EG0118,EQ009,101,0x18bc
0x18be,26,EG0849,EQ045,101,0x18be
0x18c0,22,EG0723,EQ098,001,0x18c0
0x18c2,24,EG0394,EQ078,001,0x18c2
0x18c4,20,EG0747,EQ106,001,0x18c4
0x18c6,22,EG0346,EQ080,001,0x18c6
0x18c8,24,EG0068,EQ024,001,0x18c8
0x18ca,24,EG0122,EQ025,001,0x18ca
0x18cc,26,EG0119,EQ022,001,0x18cc
0x18ce,26,EG0065,EQ021,001,0x18ce
0x18d0,26,EG0342,EQ028,101,0x18d0
0x18d2,26,EG0393,EQ028,101,0x18d2
0x18d4,24,EG0396,EQ079,101,0x18d4
0x18d6,24,EG0345,EQ079,101,0x18d6
0x18d8,24,EG0597,EQ095,101,0x18d8
0x18da,26,EG0121,EQ023,101,0x18da
0x18dc,26,EG0621,EQ045,101,0x18dc
0x18de,28,EG0064,EQ009,101,0x18de
0x18e0,22,EG0723,EQ098,001,0x18e0
0x18e2,24,EG0394,EQ078,001,0x18e2
0x18e4,20,EG0747,EQ106,001,0x18e4
0x18e6,22,EG0346,EQ080,001,0x18e6
0x18e8,24,EG0068,EQ024,001,0x18e8
0x18ea,24,EG0122,EQ025,001,0x18ea
0x18ec,26,EG0119,EQ022,001,0x18ec
0x18ee,26,EG0065,EQ021,001,0x18ee
0x18f0,26,EG0342,EQ028,101,0x18f0
0x18f2,26,EG0393,EQ028,101,0x18f2
0x18f4,24,EG0396,EQ079,101,0x18f4
0x18f6,24,EG0345,EQ079,101,0x18f6
0x18f8,24,EG0597,EQ095,101,0x18f8
0x18fa,26,EG0121,EQ023,101,0x18fa
0x18fc,26,EG0621,EQ045,101,0x18fc
0x18fe,28,EG0064,EQ009,101,0x18fe
